match_id,series_id,series_name,year,match_desc,match_format,start_date,end_date,state,status,venue_ground,venue_city,timezone,team1_id,team1_name,team1_sname,team2_id,team2_name,team2_sname,toss_winner_id,match_winner_id,margin_runs,margin_wickets,is_close_match
46611,4100,"Sri Lanka tour of Bangladesh, 2022",2022,1st Test,TEST,15-05-2022 09:30,19-05-2022 09:30,complete,Match drawn,Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium,Chattogram,+06:00,6,BANGLADESH,BAN,5,SRI LANKA,SL,5,NULL,NULL,NULL,0
46616,4100,"Sri Lanka tour of Bangladesh, 2022",2022,2nd Test,TEST,23-05-2022 09:30,27-05-2022 09:30,complete,Sri Lanka won by 10 wkts,Shere Bangla National Stadium,Dhaka,+06:00,6,BANGLADESH,BAN,5,SRI LANKA,SL,5,5,NULL,10,0
47211,4156,"Afghanistan tour of Zimbabwe, 2022",2022,1st ODI,ODI,04-06-2022 12:45,04-06-2022 12:45,complete,Afghanistan won by 60 runs,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,96,AFGHANISTAN,AFG,96,96,60,NULL,0
47218,4156,"Afghanistan tour of Zimbabwe, 2022",2022,2nd ODI,ODI,06-06-2022 12:45,06-06-2022 12:45,complete,Afghanistan won by 8 wkts,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,96,AFGHANISTAN,AFG,96,96,NULL,8,0
47220,4156,"Afghanistan tour of Zimbabwe, 2022",2022,3rd ODI,ODI,09-06-2022 12:45,09-06-2022 12:45,complete,Afghanistan won by 4 wkts,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,96,AFGHANISTAN,AFG,96,96,NULL,4,1
47225,4156,"Afghanistan tour of Zimbabwe, 2022",2022,1st T20I,T20,11-06-2022 16:30,11-06-2022 16:30,complete,Afghanistan won by 6 wkts,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,96,AFGHANISTAN,AFG,96,96,NULL,6,0
47227,4156,"Afghanistan tour of Zimbabwe, 2022",2022,2nd T20I,T20,12-06-2022 16:30,12-06-2022 16:30,complete,Afghanistan won by 21 runs,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,96,AFGHANISTAN,AFG,96,96,21,NULL,1
47232,4156,"Afghanistan tour of Zimbabwe, 2022",2022,3rd T20I,T20,14-06-2022 16:30,14-06-2022 16:30,complete,Afghanistan won by 35 runs,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,96,AFGHANISTAN,AFG,96,96,35,NULL,1
47848,4212,"Bangladesh tour of West Indies, 2022",2022,1st Test,TEST,16-06-2022 19:30,20-06-2022 19:30,complete,West Indies won by 7 wkts,Sir Vivian Richards Stadium,"North Sound, Antigua",-04:00,10,WEST INDIES,WI,6,BANGLADESH,BAN,10,10,NULL,7,0
47855,4212,"Bangladesh tour of West Indies, 2022",2022,2nd Test,TEST,24-06-2022 19:30,28-06-2022 19:30,complete,West Indies won by 10 wkts,Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia",-04:00,10,WEST INDIES,WI,6,BANGLADESH,BAN,10,10,NULL,10,0
47857,4212,"Bangladesh tour of West Indies, 2022",2022,1st T20I,T20,02-07-2022 23:00,02-07-2022 23:00,complete,No result,Windsor Park,"Roseau, Dominica",-04:00,10,WEST INDIES,WI,6,BANGLADESH,BAN,6,NULL,NULL,NULL,0
47862,4212,"Bangladesh tour of West Indies, 2022",2022,2nd T20I,T20,03-07-2022 23:00,03-07-2022 23:00,complete,West Indies won by 35 runs,Windsor Park,"Roseau, Dominica",-04:00,10,WEST INDIES,WI,6,BANGLADESH,BAN,10,10,35,NULL,1
47869,4212,"Bangladesh tour of West Indies, 2022",2022,3rd T20I,T20,07-07-2022 23:00,07-07-2022 23:00,complete,West Indies won by 5 wkts,Providence Stadium,Guyana,-04:00,10,WEST INDIES,WI,6,BANGLADESH,BAN,10,10,NULL,5,0
47871,4212,"Bangladesh tour of West Indies, 2022",2022,1st ODI,ODI,10-07-2022 19:00,10-07-2022 19:00,complete,Match reduced to 41 overs per side due to wet outfield,Providence Stadium,Guyana,-04:00,10,WEST INDIES,WI,6,BANGLADESH,BAN,6,NULL,NULL,NULL,0
47878,4212,"Bangladesh tour of West Indies, 2022",2022,2nd ODI,ODI,13-07-2022 19:00,13-07-2022 19:00,complete,Bangladesh won by 9 wkts,Providence Stadium,Guyana,-04:00,10,WEST INDIES,WI,6,BANGLADESH,BAN,6,6,NULL,9,0
47883,4212,"Bangladesh tour of West Indies, 2022",2022,3rd ODI,ODI,16-07-2022 19:00,16-07-2022 19:00,complete,Bangladesh won by 4 wkts,Providence Stadium,Guyana,-04:00,10,WEST INDIES,WI,6,BANGLADESH,BAN,6,6,NULL,4,1
48002,3641,"New Zealand tour of England, 2022",2022,1st Warm-up Match,TEST,20-05-2022 15:30,23-05-2022 15:30,complete,Match drawn,County Ground,Hove,+01:00,41,SUSSEX,SUS,13,NEW ZEALAND,NZ,13,NULL,NULL,NULL,0
48009,3641,"New Zealand tour of England, 2022",2022,2nd Warm-up Match,TEST,26-05-2022 15:30,29-05-2022 15:30,complete,County Select XI won by 7 wkts,County Ground,Chelmsford,+01:00,886,PROFESSIONAL COUNTY CLUB SELECT XI,PCCSXI,13,NEW ZEALAND,NZ,886,NULL,NULL,7,0
48016,3636,"India tour of England, 2022",2022,4-day Warm-up Match,TEST,23-06-2022 15:00,26-06-2022 15:00,complete,Match drawn,Grace Road,Leicester,+01:00,145,LEICESTERSHIRE,LEIC,2,INDIA,IND,145,NULL,NULL,NULL,0
48023,3636,"India tour of England, 2022",2022,1st T20 Warm-up Match,T20,01-07-2022 23:30,01-07-2022 23:30,complete,Indians won by 7 wkts,County Ground,Derby,+01:00,144,DERBYSHIRE,DERBY,276,INDIANS,INDS,276,276,NULL,7,0
48025,3636,"India tour of England, 2022",2022,2nd T20 Warm-up Match,T20,03-07-2022 19:00,03-07-2022 19:00,complete,Indians won by 10 runs,County Ground,Northampton,+01:00,142,NORTHAMPTONSHIRE,NHNTS,276,INDIANS,INDS,276,276,10,NULL,1
48067,4233,"Zimbabwe tour of Australia, 2022",2022,1st ODI,ODI,28-08-2022 05:10,28-08-2022 05:10,complete,Australia won by 5 wkts,Tony Ireland Stadium,Townsville,+10:00,4,AUSTRALIA,AUS,12,ZIMBABWE,ZIM,4,4,NULL,5,0
48074,4233,"Zimbabwe tour of Australia, 2022",2022,2nd ODI,ODI,31-08-2022 05:10,31-08-2022 05:10,complete,Australia won by 8 wkts,Tony Ireland Stadium,Townsville,+10:00,4,AUSTRALIA,AUS,12,ZIMBABWE,ZIM,4,4,NULL,8,0
48079,4233,"Zimbabwe tour of Australia, 2022",2022,3rd ODI,ODI,03-09-2022 05:10,03-09-2022 05:10,complete,Zimbabwe won by 3 wkts,Tony Ireland Stadium,Townsville,+10:00,4,AUSTRALIA,AUS,12,ZIMBABWE,ZIM,12,12,NULL,3,1
48086,4240,"New Zealand tour of Australia, 2022",2022,1st ODI,ODI,06-09-2022 09:50,06-09-2022 09:50,complete,Australia won by 2 wkts,Cazaly's Stadium,Cairns,+10:00,4,AUSTRALIA,AUS,13,NEW ZEALAND,NZ,4,4,NULL,2,1
48088,4240,"New Zealand tour of Australia, 2022",2022,2nd ODI,ODI,08-09-2022 09:50,08-09-2022 09:50,complete,Australia won by 113 runs,Cazaly's Stadium,Cairns,+10:00,4,AUSTRALIA,AUS,13,NEW ZEALAND,NZ,4,4,113,NULL,0
48095,4240,"New Zealand tour of Australia, 2022",2022,3rd ODI,ODI,11-09-2022 09:50,11-09-2022 09:50,complete,Australia won by 25 runs,Cazaly's Stadium,Cairns,+10:00,4,AUSTRALIA,AUS,13,NEW ZEALAND,NZ,4,4,25,NULL,1
48100,4245,"West Indies tour of Australia, 2022",2022,1st T20I,T20,05-10-2022 13:40,05-10-2022 13:40,complete,Australia won by 3 wkts,Carrara Oval,Queensland,+10:00,4,AUSTRALIA,AUS,10,WEST INDIES,WI,4,4,NULL,3,1
48107,4245,"West Indies tour of Australia, 2022",2022,2nd T20I,T20,07-10-2022 13:40,07-10-2022 13:40,complete,Australia won by 31 runs,The Gabba,Brisbane,+10:00,4,AUSTRALIA,AUS,10,WEST INDIES,WI,4,4,31,NULL,1
48114,4245,"West Indies tour of Australia, 2022",2022,1st Test,TEST,30-11-2022 07:50,04-12-2022 07:50,complete,Australia won by 164 runs,Perth Stadium,Perth,+08:00,4,AUSTRALIA,AUS,10,WEST INDIES,WI,4,4,164,NULL,0
48121,4245,"West Indies tour of Australia, 2022",2022,2nd Test,TEST,08-12-2022 09:30,12-12-2022 09:30,complete,Australia won by 419 runs,Adelaide Oval,Adelaide,+10:30,4,AUSTRALIA,AUS,10,WEST INDIES,WI,4,4,419,NULL,0
48128,4254,"South Africa tour of Australia, 2022-23",2022,1st Test,TEST,17-12-2022 05:50,21-12-2022 05:50,complete,Australia won by 6 wkts,The Gabba,Brisbane,+10:00,4,AUSTRALIA,AUS,11,SOUTH AFRICA,RSA,4,4,NULL,6,0
48135,4254,"South Africa tour of Australia, 2022-23",2022,2nd Test,TEST,26-12-2022 05:00,30-12-2022 05:00,complete,Australia won by an innings and 182 runs,Melbourne Cricket Ground,Melbourne,+11:00,4,AUSTRALIA,AUS,11,SOUTH AFRICA,RSA,4,4,182,NULL,0
48142,4254,"South Africa tour of Australia, 2022-23",2022,3rd Test,TEST,04-01-2023 05:00,08-01-2023 05:00,complete,Match drawn,Sydney Cricket Ground,Sydney,+11:00,4,AUSTRALIA,AUS,11,SOUTH AFRICA,RSA,11,NULL,NULL,NULL,0
48191,4247,"England tour of Australia, 2022",2022,1st T20I,T20,09-10-2022 13:40,09-10-2022 13:40,complete,England won by 8 runs,Perth Stadium,Perth,+08:00,4,AUSTRALIA,AUS,9,ENGLAND,ENG,9,9,8,NULL,1
48193,4247,"England tour of Australia, 2022",2022,2nd T20I,T20,12-10-2022 13:40,12-10-2022 13:40,complete,England won by 8 runs,Manuka Oval,Canberra,+11:00,4,AUSTRALIA,AUS,9,ENGLAND,ENG,9,9,8,NULL,1
48200,4247,"England tour of Australia, 2022",2022,3rd T20I,T20,14-10-2022 13:40,14-10-2022 13:40,complete,No result,Manuka Oval,Canberra,+11:00,4,AUSTRALIA,AUS,9,ENGLAND,ENG,4,NULL,NULL,NULL,0
48205,4247,"England tour of Australia, 2022",2022,1st ODI,ODI,17-11-2022 08:50,17-11-2022 08:50,complete,Australia won by 6 wkts,Adelaide Oval,Adelaide,+10:30,4,AUSTRALIA,AUS,9,ENGLAND,ENG,4,4,NULL,6,0
48212,4247,"England tour of Australia, 2022",2022,2nd ODI,ODI,19-11-2022 08:50,19-11-2022 08:50,complete,Australia won by 72 runs,Sydney Cricket Ground,Sydney,+11:00,4,AUSTRALIA,AUS,9,ENGLAND,ENG,4,4,72,NULL,0
48214,4247,"England tour of Australia, 2022",2022,3rd ODI,ODI,22-11-2022 08:50,22-11-2022 08:50,complete,Australia won by 221 runs (DLS method - due to rain),Melbourne Cricket Ground,Melbourne,+11:00,4,AUSTRALIA,AUS,9,ENGLAND,ENG,4,4,221,NULL,0
48396,4261,"India tour of West Indies, 2022",2022,1st ODI,ODI,22-07-2022 19:00,22-07-2022 19:00,complete,India won by 3 runs,Queen's Park Oval,"Port of Spain, Trinidad",-04:00,10,WEST INDIES,WI,2,INDIA,IND,2,2,3,NULL,1
48401,4261,"India tour of West Indies, 2022",2022,2nd ODI,ODI,24-07-2022 19:00,24-07-2022 19:00,complete,India won by 2 wkts,Queen's Park Oval,"Port of Spain, Trinidad",-04:00,10,WEST INDIES,WI,2,INDIA,IND,2,2,NULL,2,1
48408,4261,"India tour of West Indies, 2022",2022,3rd ODI,ODI,27-07-2022 19:00,27-07-2022 19:00,complete,India won by 119 runs (DLS Method),Queen's Park Oval,"Port of Spain, Trinidad",-04:00,10,WEST INDIES,WI,2,INDIA,IND,2,2,119,NULL,0
48415,4261,"India tour of West Indies, 2022",2022,1st T20I,T20,29-07-2022 20:00,29-07-2022 20:00,complete,India won by 68 runs,Brian Lara Stadium,"Tarouba, Trinidad",-04:00,10,WEST INDIES,WI,2,INDIA,IND,2,2,68,NULL,0
48417,4268,"New Zealand tour of West Indies, 2022",2022,1st T20I,T20,11-08-2022 00:00,11-08-2022 00:00,complete,New Zealand won by 13 runs,Sabina Park,"Kingston, Jamaica",-05:00,10,WEST INDIES,WI,13,NEW ZEALAND,NZ,13,13,13,NULL,1
48424,4261,"India tour of West Indies, 2022",2022,2nd T20I,T20,01-08-2022 23:00,01-08-2022 23:00,complete,West Indies won by 5 wkts,Warner Park,"Basseterre, St Kitts",-04:00,10,WEST INDIES,WI,2,INDIA,IND,10,10,NULL,5,0
48431,4261,"India tour of West Indies, 2022",2022,3rd T20I,T20,02-08-2022 21:30,02-08-2022 21:30,complete,India won by 7 wkts,Warner Park,"Basseterre, St Kitts",-04:00,10,WEST INDIES,WI,2,INDIA,IND,2,2,NULL,7,0
48438,4268,"New Zealand tour of West Indies, 2022",2022,2nd T20I,T20,13-08-2022 00:00,13-08-2022 00:00,complete,New Zealand won by 90 runs,Sabina Park,"Kingston, Jamaica",-05:00,10,WEST INDIES,WI,13,NEW ZEALAND,NZ,13,13,90,NULL,0
48445,4268,"New Zealand tour of West Indies, 2022",2022,3rd T20I,T20,15-08-2022 00:00,15-08-2022 00:00,complete,West Indies won by 8 wkts,Sabina Park,"Kingston, Jamaica",-05:00,10,WEST INDIES,WI,13,NEW ZEALAND,NZ,10,10,NULL,8,0
48450,4261,"India tour of West Indies, 2022",2022,4th T20I,T20,06-08-2022 20:00,06-08-2022 20:00,complete,India won by 59 runs,Central Broward Regional Park Stadium Turf Ground,"Lauderhill, Florida",-04:00,10,WEST INDIES,WI,2,INDIA,IND,2,2,59,NULL,0
48457,4261,"India tour of West Indies, 2022",2022,5th T20I,T20,07-08-2022 20:00,07-08-2022 20:00,complete,India won by 88 runs,Central Broward Regional Park Stadium Turf Ground,"Lauderhill, Florida",-04:00,10,WEST INDIES,WI,2,INDIA,IND,2,2,88,NULL,0
48459,4268,"New Zealand tour of West Indies, 2022",2022,1st ODI,ODI,17-08-2022 23:30,17-08-2022 23:30,complete,West Indies won by 5 wkts,Kensington Oval,"Bridgetown, Barbados",-04:00,10,WEST INDIES,WI,13,NEW ZEALAND,NZ,10,10,NULL,5,0
48466,4268,"New Zealand tour of West Indies, 2022",2022,2nd ODI,ODI,19-08-2022 23:30,19-08-2022 23:30,complete,"New Zealand won by 50 runs (2nd Innings reduced to 41 overs due to rain, DLS Target 212)",Kensington Oval,"Bridgetown, Barbados",-04:00,10,WEST INDIES,WI,13,NEW ZEALAND,NZ,13,13,50,NULL,0
48471,4268,"New Zealand tour of West Indies, 2022",2022,3rd ODI,ODI,21-08-2022 23:30,21-08-2022 23:30,complete,New Zealand won by 5 wkts,Kensington Oval,"Bridgetown, Barbados",-04:00,10,WEST INDIES,WI,13,NEW ZEALAND,NZ,13,13,NULL,5,0
48725,4315,"Pakistan tour of Sri Lanka, 2022",2022,1st Test,TEST,16-07-2022 10:00,20-07-2022 10:00,complete,Pakistan won by 4 wkts,Galle International Stadium,Galle,+05:30,5,SRI LANKA,SL,3,PAKISTAN,PAK,3,3,NULL,4,1
48732,4315,"Pakistan tour of Sri Lanka, 2022",2022,2nd Test,TEST,24-07-2022 10:00,28-07-2022 10:00,complete,Sri Lanka won by 246 runs,Galle International Stadium,Galle,+05:30,5,SRI LANKA,SL,3,PAKISTAN,PAK,5,5,246,NULL,0
48739,4315,"Pakistan tour of Sri Lanka, 2022",2022,3-day Warm-up Match,TEST,11-07-2022 10:00,13-07-2022 10:00,complete,Match drawn,Colts Cricket Club Ground,Colombo,+05:30,729,SRI LANKA CRICKET XI,SLCXI,3,PAKISTAN,PAK,3,NULL,NULL,NULL,0
49488,4399,"India tour of New Zealand, 2022",2022,1st T20I,T20,18-11-2022 12:00,18-11-2022 12:00,complete,Match abandoned without a ball bowled (no toss),Sky Stadium,Wellington,+13:00,13,NEW ZEALAND,NZ,2,INDIA,IND,NULL,NULL,NULL,NULL,0
49495,4399,"India tour of New Zealand, 2022",2022,2nd T20I,T20,20-11-2022 12:00,20-11-2022 12:00,complete,India won by 65 runs,Bay Oval,Mount Maunganui,+13:00,13,NEW ZEALAND,NZ,2,INDIA,IND,2,2,65,NULL,0
49502,4399,"India tour of New Zealand, 2022",2022,3rd T20I,T20,22-11-2022 12:00,22-11-2022 12:00,complete,Match tied (Teams score level on DLS method),McLean Park,Napier,+13:00,13,NEW ZEALAND,NZ,2,INDIA,IND,2,NULL,NULL,NULL,0
49509,4399,"India tour of New Zealand, 2022",2022,1st ODI,ODI,25-11-2022 07:00,25-11-2022 07:00,complete,New Zealand won by 7 wkts,Eden Park,Auckland,+13:00,13,NEW ZEALAND,NZ,2,INDIA,IND,13,13,NULL,7,0
49514,4399,"India tour of New Zealand, 2022",2022,2nd ODI,ODI,27-11-2022 07:00,27-11-2022 07:00,complete,No result,Seddon Park,Hamilton,+13:00,13,NEW ZEALAND,NZ,2,INDIA,IND,2,NULL,NULL,NULL,0
49521,4399,"India tour of New Zealand, 2022",2022,3rd ODI,ODI,30-11-2022 07:00,30-11-2022 07:00,complete,No Result - due to rain,Hagley Oval,Christchurch,+13:00,13,NEW ZEALAND,NZ,2,INDIA,IND,13,NULL,NULL,NULL,0
49556,4413,"England tour of New Zealand, 2023",2023,1st Test,TEST,16-02-2023 06:30,20-02-2023 06:30,complete,England won by 267 runs,Bay Oval,Mount Maunganui,+13:00,13,NEW ZEALAND,NZ,9,ENGLAND,ENG,9,9,267,NULL,0
49563,4413,"England tour of New Zealand, 2023",2023,2nd Test,TEST,24-02-2023 03:30,28-02-2023 03:30,complete,New Zealand won by 1 run,Basin Reserve,Wellington,+13:00,13,NEW ZEALAND,NZ,9,ENGLAND,ENG,13,13,1,NULL,1
49570,4415,"Sri Lanka tour New Zealand, 2023",2023,1st Test,TEST,09-03-2023 03:30,13-03-2023 03:30,complete,New Zealand won by 2 wkts,Hagley Oval,Christchurch,+13:00,13,NEW ZEALAND,NZ,5,SRI LANKA,SL,13,13,NULL,2,1
49577,4415,"Sri Lanka tour New Zealand, 2023",2023,2nd Test,TEST,17-03-2023 03:30,21-03-2023 03:30,complete,New Zealand won by an innings and 58 runs,Basin Reserve,Wellington,+13:00,13,NEW ZEALAND,NZ,5,SRI LANKA,SL,13,13,58,NULL,0
49584,4415,"Sri Lanka tour New Zealand, 2023",2023,1st ODI,ODI,25-03-2023 06:30,25-03-2023 06:30,complete,New Zealand won by 198 runs,Eden Park,Auckland,+13:00,13,NEW ZEALAND,NZ,5,SRI LANKA,SL,13,13,198,NULL,0
49591,4415,"Sri Lanka tour New Zealand, 2023",2023,2nd ODI,ODI,28-03-2023 06:30,28-03-2023 06:30,complete,Match abandoned without a ball being bowled due to rain (no toss),Hagley Oval,Christchurch,+13:00,13,NEW ZEALAND,NZ,5,SRI LANKA,SL,NULL,NULL,NULL,NULL,0
49593,4415,"Sri Lanka tour New Zealand, 2023",2023,3rd ODI,ODI,31-03-2023 06:30,31-03-2023 06:30,complete,New Zealand won by 6 wkts,Seddon Park,Hamilton,+13:00,13,NEW ZEALAND,NZ,5,SRI LANKA,SL,13,13,NULL,6,0
49600,4415,"Sri Lanka tour New Zealand, 2023",2023,1st T20I,T20,02-04-2023 06:30,02-04-2023 06:30,complete,Match tied (Sri Lanka won the Super Over) ,Eden Park,Auckland,+13:00,13,NEW ZEALAND,NZ,5,SRI LANKA,SL,13,5,NULL,NULL,0
49607,4415,"Sri Lanka tour New Zealand, 2023",2023,2nd T20I,T20,05-04-2023 06:30,05-04-2023 06:30,complete,New Zealand won by 9 wkts,University Oval,Dunedin,+13:00,13,NEW ZEALAND,NZ,5,SRI LANKA,SL,13,13,NULL,9,0
49614,4415,"Sri Lanka tour New Zealand, 2023",2023,3rd T20I,T20,08-04-2023 06:30,08-04-2023 06:30,complete,New Zealand won by 4 wkts,John Davies Oval,Queenstown,+13:00,13,NEW ZEALAND,NZ,5,SRI LANKA,SL,13,13,NULL,4,1
49621,3646,"South Africa tour of England, 2022",2022,1st One-day Warm-up Match,ODI,12-07-2022 15:30,12-07-2022 15:30,complete,England Lions won by 6 wkts,The Cooper Associates County Ground,Taunton,+01:00,42,ENGLAND LIONS,ENGA,11,SOUTH AFRICA,RSA,42,42,NULL,6,0
49626,3646,"South Africa tour of England, 2022",2022,2nd One-day Warm-up Match,ODI,14-07-2022 15:30,14-07-2022 15:30,complete,South Africa won by 107 runs,New Road,Worcester,+01:00,42,ENGLAND LIONS,ENGA,11,SOUTH AFRICA,RSA,11,11,107,NULL,0
49808,4427,"Bangladesh tour of Zimbabwe, 2022",2022,1st T20I,T20,30-07-2022 16:30,30-07-2022 16:30,complete,Zimbabwe won by 17 runs,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,6,BANGLADESH,BAN,12,12,17,NULL,1
49815,4427,"Bangladesh tour of Zimbabwe, 2022",2022,2nd T20I,T20,31-07-2022 16:30,31-07-2022 16:30,complete,Bangladesh won by 7 wkts,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,6,BANGLADESH,BAN,6,6,NULL,7,0
49817,4427,"Bangladesh tour of Zimbabwe, 2022",2022,3rd T20I,T20,02-08-2022 16:30,02-08-2022 16:30,complete,Zimbabwe won by 10 runs,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,6,BANGLADESH,BAN,12,12,10,NULL,1
49824,4427,"Bangladesh tour of Zimbabwe, 2022",2022,1st ODI,ODI,05-08-2022 12:45,05-08-2022 12:45,complete,Zimbabwe won by 5 wkts,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,6,BANGLADESH,BAN,12,12,NULL,5,0
49831,4427,"Bangladesh tour of Zimbabwe, 2022",2022,2nd ODI,ODI,07-08-2022 12:45,07-08-2022 12:45,complete,Zimbabwe won by 5 wkts,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,6,BANGLADESH,BAN,12,12,NULL,5,0
49838,4427,"Bangladesh tour of Zimbabwe, 2022",2022,3rd ODI,ODI,10-08-2022 12:45,10-08-2022 12:45,complete,Bangladesh won by 105 runs,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,6,BANGLADESH,BAN,6,6,105,NULL,0
49857,4436,"India tour of Zimbabwe, 2022",2022,1st ODI,ODI,18-08-2022 12:45,18-08-2022 12:45,complete,India won by 10 wkts,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,2,INDIA,IND,2,2,NULL,10,0
49864,4436,"India tour of Zimbabwe, 2022",2022,2nd ODI,ODI,20-08-2022 12:45,20-08-2022 12:45,complete,India won by 5 wkts,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,2,INDIA,IND,2,2,NULL,5,0
49871,4436,"India tour of Zimbabwe, 2022",2022,3rd ODI,ODI,22-08-2022 12:45,22-08-2022 12:45,complete,India won by 13 runs,Harare Sports Club,Harare,+02:00,12,ZIMBABWE,ZIM,2,INDIA,IND,2,2,13,NULL,1
50921,4464,"Australia tour of India, 2022",2022,1st T20I,T20,20-09-2022 19:00,20-09-2022 19:00,complete,Australia won by 4 wkts,Punjab Cricket Association IS Bindra Stadium,Mohali,+05:30,2,INDIA,IND,4,AUSTRALIA,AUS,4,4,NULL,4,1
50928,4464,"Australia tour of India, 2022",2022,2nd T20I,T20,23-09-2022 19:00,23-09-2022 19:00,complete,India won by 6 wkts - 8 Ovs match due to wet outfield,Vidarbha Cricket Association Stadium,Nagpur,+05:30,2,INDIA,IND,4,AUSTRALIA,AUS,2,2,NULL,6,0
50935,4464,"Australia tour of India, 2022",2022,3rd T20I,T20,25-09-2022 19:00,25-09-2022 19:00,complete,India won by 6 wkts,Rajiv Gandhi International Stadium,Hyderabad,+05:30,2,INDIA,IND,4,AUSTRALIA,AUS,2,2,NULL,6,0
50942,4471,"South Africa tour of India, 2022",2022,1st T20I,T20,28-09-2022 19:00,28-09-2022 19:00,complete,India won by 8 wkts,Greenfield International Stadium,Thiruvananthapuram,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,2,2,NULL,8,0
50944,4471,"South Africa tour of India, 2022",2022,2nd T20I,T20,02-10-2022 19:00,02-10-2022 19:00,complete,India won by 16 runs,Barsapara Cricket Stadium,Guwahati,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,2,2,16,NULL,1
50949,4471,"South Africa tour of India, 2022",2022,3rd T20I,T20,04-10-2022 19:00,04-10-2022 19:00,complete,South Africa won by 49 runs,Holkar Cricket Stadium,Indore,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,11,11,49,NULL,1
50951,4471,"South Africa tour of India, 2022",2022,1st ODI,ODI,06-10-2022 14:00,06-10-2022 14:00,complete,South Africa won by 9 runs - 40 overs game due to rain ,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,11,11,9,NULL,1
50958,4471,"South Africa tour of India, 2022",2022,2nd ODI,ODI,09-10-2022 13:30,09-10-2022 13:30,complete,India won by 7 wkts,JSCA International Stadium Complex,Ranchi,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,2,2,NULL,7,0
50963,4471,"South Africa tour of India, 2022",2022,3rd ODI,ODI,11-10-2022 13:30,11-10-2022 13:30,complete,India won by 7 wkts,Arun Jaitley Stadium,Delhi,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,2,2,NULL,7,0
51168,4492,"England tour of Pakistan, 2022",2022,1st T20I,T20,20-09-2022 20:00,20-09-2022 20:00,complete,England won by 6 wkts,National Stadium,Karachi,+05:00,3,PAKISTAN,PAK,9,ENGLAND,ENG,9,9,NULL,6,0
51175,4492,"England tour of Pakistan, 2022",2022,2nd T20I,T20,22-09-2022 20:00,22-09-2022 20:00,complete,Pakistan won by 10 wkts,National Stadium,Karachi,+05:00,3,PAKISTAN,PAK,9,ENGLAND,ENG,3,3,NULL,10,0
51182,4492,"England tour of Pakistan, 2022",2022,3rd T20I,T20,23-09-2022 20:00,23-09-2022 20:00,complete,England won by 63 runs,National Stadium,Karachi,+05:00,3,PAKISTAN,PAK,9,ENGLAND,ENG,9,9,63,NULL,0
51189,4492,"England tour of Pakistan, 2022",2022,4th T20I,T20,25-09-2022 20:00,25-09-2022 20:00,complete,Pakistan won by 3 runs,National Stadium,Karachi,+05:00,3,PAKISTAN,PAK,9,ENGLAND,ENG,3,3,3,NULL,1
51194,4492,"England tour of Pakistan, 2022",2022,5th T20I,T20,28-09-2022 20:00,28-09-2022 20:00,complete,Pakistan won by 6 runs,Gaddafi Stadium,Lahore,+05:00,3,PAKISTAN,PAK,9,ENGLAND,ENG,3,3,6,NULL,1
51196,4492,"England tour of Pakistan, 2022",2022,6th T20I,T20,30-09-2022 20:00,30-09-2022 20:00,complete,England won by 8 wkts,Gaddafi Stadium,Lahore,+05:00,3,PAKISTAN,PAK,9,ENGLAND,ENG,9,9,NULL,8,0
51201,4492,"England tour of Pakistan, 2022",2022,7th T20I,T20,02-10-2022 20:00,02-10-2022 20:00,complete,England won by 67 runs,Gaddafi Stadium,Lahore,+05:00,3,PAKISTAN,PAK,9,ENGLAND,ENG,9,9,67,NULL,0
51271,3646,"South Africa tour of England, 2022",2022,4-day Practice Match,TEST,09-08-2022 15:30,12-08-2022 15:30,complete,England Lions won by an innings and 56 runs,St Lawrence Ground,Canterbury,+01:00,42,ENGLAND LIONS,ENGA,11,SOUTH AFRICA,RSA,42,42,56,NULL,0
